Timestep,Entropy_Change,Converged_Particles,Symbol_Entropy,Avg_Speed
0,23.279999999999998,10,1,0.07971707005644145
1,22.5816,10,1,0.15862088241013664
2,21.91332432,10,1,0.15797706372936804
3,21.26523659040001,11,1,0.15791400604577202
4,20.627279492688004,11,1,0.157790849624778
5,20.043548405530085,11,1,0.15760904576200052
6,19.646167978185293,11,1,0.15754476829919736
7,19.64018370199241,11,1,0.15718328193113285
8,20.025985560207488,11,1,0.1566212712522348
9,20.243873066731105,11,1,0.155995000937238
10,20.227461144802565,11,1,0.1556164486373077
11,20.139780315492924,11,1,0.15530845975678725
12,20.633800242988137,11,1,0.15501806569651316
13,21.022617810966043,11,1,0.1548975444773091
14,21.416124783646495,11,1,0.1548200149658816
15,21.900530734447187,11,1,0.15464473814449414
16,22.223527534609158,11,1,0.1545363625834042
17,22.604152832338993,11,1,0.15441577406257456
18,22.696904648619583,11,1,0.15429517702421675
19,23.040169031336276,11,2,0.1541745743048382
20,23.658718410893062,11,1,0.15400113546648814
21,23.973355299523355,11,1,0.15394296216745934
22,24.11724226042127,11,1,0.15384355242877198
23,24.277150750739626,11,1,0.15371376548735918
24,24.51034790377301,11,1,0.1535720282082298
25,25.31071545064693,11,1,0.15346506357269762
26,25.807641318130468,11,1,0.15286060678957125
27,26.08885007009747,11,1,0.15200138829012283
