iter,residual_norm
179,71.27389595146889
180,71.27389595146889
181,71.27389595146889
182,71.27389595146889
183,71.27389595146889
184,71.27389595146889
185,71.27389595146889
186,71.27389595146889
187,71.27389595146889
188,71.27389595146889
189,71.27389595146889
190,71.27389595146889
191,71.27389595146889
192,71.27389595146889
193,71.27389595146889
194,71.27389595146889
195,71.27389595146889
196,71.27389595146889
197,71.27389595146889
198,71.27389595146889
199,71.27389595146889
200,71.27389595146889
201,71.27389595146889
202,71.27389595146889
203,71.27389595146889
204,71.27389595146889
205,71.27389595146889
206,71.27389595146889
207,71.27389595146889
208,71.27389595146889
209,71.27389595146889
210,71.27389595146889
211,71.27389595146889
212,71.27389595146889
213,71.27389595146889
214,71.27389595146889
215,71.27389595146889
216,71.27389595146889
217,71.27389595146889
218,71.27389595146889
219,71.27389595146889
220,71.27389595146889
221,71.27389595146889
222,71.27389595146889
223,71.27389595146889
224,71.27389595146889
225,71.27389595146889
226,71.27389595146889
227,71.27389595146889
228,71.27389595146889
229,71.27389595146889
230,71.27389595146889
231,71.27389595146889
232,71.27389595146889
233,71.27389595146889
234,71.27389595146889
235,71.27389595146889
236,71.27389595146889
237,71.27389595146889
238,71.27389595146889
239,71.27389595146889
240,71.27389595146889
241,71.27389595146889
242,71.27389595146889
243,71.27389595146889
244,71.27389595146889
245,71.27389595146889
246,71.27389595146889
247,71.27389595146889
248,71.27389595146889
249,71.27389595146889
250,71.27389595146889
251,71.27389595146889
252,71.27389595146889
253,71.27389595146889
254,71.27389595146889
255,71.27389595146889
256,71.27389595146889
257,71.27389595146889
258,71.27389595146889
259,71.27389595146889
260,71.27389595146889
261,71.27389595146889
262,71.27389595146889
263,71.27389595146889
264,71.27389595146889
265,71.27389595146889
266,71.27389595146889
267,71.27389595146889
268,71.27389595146889
269,71.27389595146889
270,71.27389595146889
271,71.27389595146889
272,71.27389595146889
273,71.27389595146889
274,71.27389595146889
275,71.27389595146889
276,71.27389595146889
277,71.27389595146889
278,71.27389595146889
279,71.27389595146889
280,71.27389595146889
281,71.27389595146889
282,71.27389595146889
283,71.27389595146889
284,71.27389595146889
285,71.27389595146889
286,71.27389595146889
287,71.27389595146889
288,71.27389595146889
289,71.27389595146889
290,71.27389595146889
291,71.27389595146889
292,71.27389595146889
293,71.27389595146889
294,71.27389595146889
295,71.27389595146889
296,71.27389595146889
297,71.27389595146889
298,71.27389595146889
299,71.27389595146889
300,71.27389595146889
301,71.27389595146889
302,71.27389595146889
303,71.27389595146889
304,71.27389595146889
305,71.27389595146889
306,71.27389595146889
307,71.27389595146889
308,71.27389595146889
309,71.27389595146889
310,71.27389595146889
311,71.27389595146889
312,71.27389595146889
313,71.27389595146889
314,71.27389595146889
315,71.27389595146889
316,71.27389595146889
317,71.27389595146889
318,71.27389595146889
319,71.27389595146889
320,71.27389595146889
321,71.27389595146889
322,71.27389595146889
323,71.27389595146889
324,71.27389595146889
325,71.27389595146889
326,71.27389595146889
327,71.27389595146889
328,71.27389595146889
329,71.27389595146889
330,71.27389595146889
331,71.27389595146889
332,71.27389595146889
333,71.27389595146889
334,71.27389595146889
335,71.27389595146889
336,71.27389595146889
337,71.27389595146889
338,71.27389595146889
339,71.27389595146889
340,71.27389595146889
341,71.27389595146889
342,71.27389595146889
343,71.27389595146889
344,71.27389595146889
345,71.27389595146889
346,71.27389595146889
347,71.27389595146889
348,71.27389595146889
349,71.27389595146889
350,71.27389595146889
351,71.27389595146889
352,71.27389595146889
353,71.27389595146889
354,71.27389595146889
355,71.27389595146889
356,71.27389595146889
357,71.27389595146889
358,71.27389595146889
359,71.27389595146889
360,71.27389595146889
361,71.27389595146889
362,71.27389595146889
363,71.27389595146889
364,71.27389595146889
365,71.27389595146889
366,71.27389595146889
367,71.27389595146889
368,71.27389595146889
369,71.27389595146889
370,71.27389595146889
371,71.27389595146889
372,71.27389595146889
373,71.27389595146889
374,71.27389595146889
375,71.27389595146889
376,71.27389595146889
377,71.27389595146889
378,71.27389595146889
379,71.27389595146889
380,71.27389595146889
381,71.27389595146889
382,71.27389595146889
383,71.27389595146889
384,71.27389595146889
385,71.27389595146889
386,71.27389595146889
387,71.27389595146889
388,71.27389595146889
389,71.27389595146889
390,71.27389595146889
391,71.27389595146889
392,71.27389595146889
393,71.27389595146889
394,71.27389595146889
395,71.27389595146889
396,71.27389595146889
397,71.27389595146889
398,71.27389595146889
399,71.27389595146889
400,71.27389595146889
401,71.27389595146889
402,71.27389595146889
403,71.27389595146889
404,71.27389595146889
405,71.27389595146889
406,71.27389595146889
407,71.27389595146889
408,71.27389595146889
409,71.27389595146889
410,71.27389595146889
411,71.27389595146889
412,71.27389595146889
413,71.27389595146889
414,71.27389595146889
415,71.27389595146889
416,71.27389595146889
417,71.27389595146889
418,71.27389595146889
419,71.27389595146889
420,71.27389595146889
421,71.27389595146889
422,71.27389595146889
423,71.27389595146889
424,71.27389595146889
425,71.27389595146889
426,71.27389595146889
427,71.27389595146889
428,71.27389595146889
429,71.27389595146889
430,71.27389595146889
431,71.27389595146889
432,71.27389595146889
433,71.27389595146889
434,71.27389595146889
435,71.27389595146889
436,71.27389595146889
437,71.27389595146889
438,71.27389595146889
439,71.27389595146889
440,71.27389595146889
441,71.27389595146889
442,71.27389595146889
443,71.27389595146889
444,71.27389595146889
445,71.27389595146889
446,71.27389595146889
447,71.27389595146889
448,71.27389595146889
449,71.27389595146889
450,71.27389595146889
451,71.27389595146889
452,71.27389595146889
453,71.27389595146889
454,71.27389595146889
455,71.27389595146889
456,71.27389595146889
457,71.27389595146889
458,71.27389595146889
459,71.27389595146889
460,71.27389595146889
461,71.27389595146889
462,71.27389595146889
463,71.27389595146889
464,71.27389595146889
465,71.27389595146889
466,71.27389595146889
467,71.27389595146889
468,71.27389595146889
469,71.27389595146889
470,71.27389595146889
471,71.27389595146889
472,71.27389595146889
473,71.27389595146889
474,71.27389595146889
475,71.27389595146889
476,71.27389595146889
477,71.27389595146889
478,71.27389595146889
479,71.27389595146889
480,71.27389595146889
481,71.27389595146889
482,71.27389595146889
483,71.27389595146889
484,71.27389595146889
485,71.27389595146889
486,71.27389595146889
487,71.27389595146889
488,71.27389595146889
489,71.27389595146889
490,71.27389595146889
491,71.27389595146889
492,71.27389595146889
493,71.27389595146889
494,71.27389595146889
495,71.27389595146889
496,71.27389595146889
497,71.27389595146889
498,71.27389595146889
499,71.27389595146889
500,71.27389595146889
501,71.27389595146889
502,71.27389595146889
503,71.27389595146889
504,71.27389595146889
505,71.27389595146889
506,71.27389595146889
507,71.27389595146889
508,71.27389595146889
509,71.27389595146889
510,71.27389595146889
511,71.27389595146889
512,71.27389595146889
513,71.27389595146889
514,71.27389595146889
515,71.27389595146889
516,71.27389595146889
517,71.27389595146889
518,71.27389595146889
519,71.27389595146889
520,71.27389595146889
521,71.27389595146889
522,71.27389595146889
523,71.27389595146889
524,71.27389595146889
525,71.27389595146889
526,71.27389595146889
527,71.27389595146889
528,71.27389595146889
529,71.27389595146889
530,71.27389595146889
531,71.27389595146889
532,71.27389595146889
533,71.27389595146889
534,71.27389595146889
535,71.27389595146889
536,71.27389595146889
537,71.27389595146889
538,71.27389595146889
539,71.27389595146889
540,71.27389595146889
541,71.27389595146889
542,71.27389595146889
543,71.27389595146889
544,71.27389595146889
545,71.27389595146889
546,71.27389595146889
547,71.27389595146889
548,71.27389595146889
549,71.27389595146889
550,71.27389595146889
551,71.27389595146889
552,71.27389595146889
553,71.27389595146889
554,71.27389595146889
555,71.27389595146889
556,71.27389595146889
557,71.27389595146889
558,71.27389595146889
559,71.27389595146889
560,71.27389595146889
561,71.27389595146889
562,71.27389595146889
563,71.27389595146889
564,71.27389595146889
565,71.27389595146889
566,71.27389595146889
567,71.27389595146889
568,71.27389595146889
569,71.27389595146889
570,71.27389595146889
571,71.27389595146889
572,71.27389595146889
573,71.27389595146889
574,71.27389595146889
575,71.27389595146889
576,71.27389595146889
577,71.27389595146889
578,71.27389595146889
579,71.27389595146889
580,71.27389595146889
581,71.27389595146889
582,71.27389595146889
583,71.27389595146889
584,71.27389595146889
585,71.27389595146889
586,71.27389595146889
587,71.27389595146889
588,71.27389595146889
589,71.27389595146889
590,71.27389595146889
591,71.27389595146889
592,71.27389595146889
593,71.27389595146889
594,71.27389595146889
595,71.27389595146889
596,71.27389595146889
597,71.27389595146889
598,71.27389595146889
599,71.27389595146889
