test_id,geometry,reynolds,velocity,pressure_gradient,expected_regime,hash,simulation_time,entropy_time,total_time,velocity_stats,tree_nodes,tree_depth,navigation_path,path_length,velocity_field_shape,success
2179,channel,2464.285714285714,0.5,-0.25,transition,eee996277560baebc5bba776d7fc39eeba6bab287968fa97ef204efd4c18343a,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3439,cavity,1500.0,1.5,-0.25,laminar,f48d286fc5c37e6d91e65b4c581c543511c6f2aa8f1aea7ef0133b00480f04d3,0.0010221004486083984,0.0,0.0010221004486083984,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2719,channel,17409.116166580472,2.0,-0.25,turbulent,b73fbcee8d31878af710b3c1253fd10aa9f23a6c116a767421fe126a7714d31f,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2609,channel,10892.693033225416,1.0,-0.25,turbulent,d5ecac6554fe395a1cd235cd3ff510802a2900c3c70a19713d85a6c3b48a0359,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2539,channel,7663.09432393553,1.5,-0.25,turbulent,273173fcbbfec79c55335ef27ebd933fca3fe4605c127b83ac6fa65bb28e34fa,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1361,pipe,31284.451574100145,1.5,-0.1,turbulent,53178ba8f7aba5ebb7d94305e474917ab3d183767bd095e30d986843abe74db3,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3142,cavity,558.9473684210526,2.0,-0.15,laminar,9cc2a866d4c4ee1fc5e4abbaf550294688dce3730a2f4ccb6d9f9467d9d6f7f9,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
2623,channel,10892.693033225416,2.5,-0.2,turbulent,a107de6316a996489161af977ffa6147f922db785525dee7e8e031a8c71b4f2f,0.0,0.0009958744049072266,0.0009958744049072266,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2733,channel,19574.338205844306,1.0,-0.2,turbulent,3774062e06ae89c3447383e8a2e96ffeb653e9986f878202af67a59bc0a0e529,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3138,cavity,558.9473684210526,1.5,-0.2,laminar,f8cdddfde9b9cb47ad13beb29ecdeb74870b007e6acdaed8400af34d5eb1b90c,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
774,pipe,2678.5714285714284,2.5,-0.25,turbulent,992bcb0fa3c6929ed0b033f0f08f95588febde21594da124f80924769362c765,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3012,cavity,166.8421052631579,1.5,-0.15,laminar,13e136ef4bde2a61e44348958ff72fae0686e2f840fd624d77aa925bb115e252,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
4162,cavity,15483.400895311179,1.5,-0.15,turbulent,b502c274ed96907f7e38666f62424ddc88022c7363e96006d773032795008fb6,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3232,cavity,872.6315789473684,1.0,-0.15,laminar,e94a3fd55e02458798b04ef70e282fc7c858baeadac80337d64581553c6c5bc1,0.0011615753173828125,0.0,0.0011615753173828125,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1854,channel,1186.3157894736842,0.5,-0.25,laminar,807d78f49a3343e222a02e2765f5d5afdaae3b06c59582816f2aade805d15803,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3473,cavity,1607.142857142857,2.5,-0.2,transition,1e905e4fb1d7dceac3d198d96d7eecbe26861bb46d099c8b0b0e8e0ab03e9714,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2448,channel,4794.714065698457,2.5,-0.2,turbulent,622c107b94b11d41dbf37a51b1bf42e2130892dd0ed39c9038dc794a996dacf3,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1331,pipe,27823.91138509389,1.0,-0.1,turbulent,eb1260535bf5c90eda60d23d57fffe7220d819c17ec60efb58806fb25eadc27e,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
871,pipe,3000.0000000000014,2.5,-0.1,turbulent,5369bee20f5c0c78b53b27ba7b79204b3e7405faf5d0cd43854f0c5c98bedadc,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
3457,cavity,1607.142857142857,1.0,-0.15,transition,8e9b1c937d3daa8cf297ee46a8c8641ce40734ed6bf41ef6c422c45eff3314ec,0.0009963512420654297,0.0,0.0009963512420654297,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1157,pipe,12247.448713915892,1.0,-0.15,turbulent,6236113515968e526f223102a0b9a639ca96993e644339d4dbeb72e326391582,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2031,channel,1821.4285714285716,1.0,-0.1,transition,20be6a6faadc46aacba6265d98fa37e9372a18d44797e3711668e8451c1d78bd,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
2751,channel,22008.85516131499,0.5,-0.1,turbulent,8f742882240065021fa6f530276bf25f52a9d2107c13506638994b1aadbaa16f,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
4397,cavity,44469.233093619056,2.5,-0.15,turbulent,0ee05b044cda0c43aff3cc8bcaadab86d62b0da82dc316b423f2c68b3947bb01,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2201,channel,2571.4285714285716,0.5,-0.1,turbulent,181bb263ed4285359c286426dd99c128b26d7f058c3450927455ff281758533d,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1317,pipe,24746.16001919883,2.0,-0.15,turbulent,b3db55599c785c11538a8e432f38403b832a06cad107d3b2bee52e87ea98ccc3,0.0009860992431640625,0.0,0.0009860992431640625,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
987,pipe,5391.046496804163,1.5,-0.15,turbulent,f3534cc8e8bc3dd06246ea7ffc0a374fc165bfb2e68f49be8e9a8660898a66e0,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3212,cavity,794.2105263157895,1.5,-0.15,laminar,3071f07439df156407acd0999d0da1c01220c2ebb758058c6a48e1e81395328d,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
4241,cavity,22008.85516131499,2.0,-0.1,turbulent,bc27bb64f874e2b4a2c8d496ab2111650c962376365b6467edb3cbd10c73264a,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3795,cavity,3000.0,2.5,-0.05,turbulent,a6afdd6388074d610383f1a323fef1a26c4ec68f2ff6d8fda1c05d10e29e0d0c,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2460,channel,5391.046496804163,1.5,-0.05,turbulent,27ca8003712a18d72527b8c60b8bd21bc3a29792e5b3f59141d25a0e312ca074,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2586,channel,9687.79411023482,1.5,-0.1,turbulent,9ccabf36ed1c3026f93248e5cc994f134babee2250b4c0c93e891e23b6060b07,0.0,0.0009984970092773438,0.0009984970092773438,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3329,cavity,1186.3157894736842,0.5,-0.25,laminar,3f23adf0d98fe32b14b66e8f7ddec2905b89afee008d16024877d3b7719dee03,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2573,channel,8616.175489020434,2.5,-0.2,turbulent,1eced1029acd9401827fdeae654622494afff161c62ed0180e1b0572a29ec410,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3832,cavity,3373.118661259842,1.0,-0.15,turbulent,e56b6a4956d7535794fc3f13aae0bb338d3066b8d6aef98bc5731df45ce4e331,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1466,pipe,49999.99999999999,2.0,-0.1,turbulent,074275a18adba651b810dbebf268420e8129a29dd2de1dea44fa40139ba217a7,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
917,pipe,3792.643167646458,2.0,-0.15,turbulent,c6f169069c20d35e09642444516318afb78c2c73d0b1a1ff5ad0474e623542d5,0.0010023117065429688,0.0,0.0010023117065429688,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1439,pipe,44469.233093619056,1.5,-0.25,turbulent,1fac29df9551176d87dff80e66fcefebe5b5a527cb72256fcc808362b2eb45bf,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
1758,channel,872.6315789473684,1.0,-0.2,laminar,97396e3d8724c03f837b714125e0598060bd342e43595169f3c43e48e0f5c5c4,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1796,channel,951.0526315789473,2.5,-0.1,laminar,83f9e87ac1da556297ba09bc7cf8a7c7b6d0498da0a538c788609447f5fd4b73,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
3897,cavity,4264.3451480959675,2.5,-0.15,turbulent,932b996012f6763d54485b9bfdc533f92a68c325e445436b8272a1cc86622461,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
1736,channel,794.2105263157895,1.5,-0.1,laminar,9be3ce976d5c7cd9251f728543c1d2c42f7cf51968c275d99f2cd38662bde9f8,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
4195,cavity,17409.116166580472,2.5,-0.05,turbulent,e4ea6b39207c4c30629fe095e119ca36b18e168473a576ac3436271e747d3dbe,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3776,cavity,3000.0,0.5,-0.1,turbulent,a7f3748198565a1ef05d7f67bfcee0c3c3756ea3765dbe0af86e16f95da6a1b1,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1073,pipe,7663.09432393553,2.5,-0.2,turbulent,96f904378d0a8133386725cfd8862c052070885e98635d59849c2168de8a7398,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1983,channel,1607.142857142857,1.0,-0.2,transition,da10ac2f3be8f0d2d342fd7167b0080e79e391ea2db0b814c57ccb68e8b07bcc,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2313,channel,3000.0,1.5,-0.2,turbulent,3d466a285b134bdb10751527315808f836cad3d26f13ca39c534cc90b305819f,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2384,channel,3792.643167646458,1.0,-0.25,turbulent,107f52f2a4e4646644a0f258abe510a6e3c354214503bf9941a290a6ac154b55,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2178,channel,2464.285714285714,0.5,-0.2,transition,88b313915c047abec1fdcc4e5ae78aa549cc3a2fb1174e862462e0ea9d33c615,0.0,0.0009992122650146484,0.0009992122650146484,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
4151,cavity,15483.400895311179,0.5,-0.1,turbulent,a36611a539c5aea71ec506874613222d685f8da5aaae72d4c3c15d0ab52e1ebc,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
4058,cavity,9687.79411023482,1.0,-0.2,turbulent,4b8bbd5f6b6aa974d8bb5e8de4be851805b7141ed33a4d735df5cc30f2927a07,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1909,channel,1343.157894736842,1.0,-0.25,laminar,adc58ff8f11077fcaaa9569a0c0fc0e71c7a7c5e86a68bac8f7f63023878145f,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
748,pipe,2571.4285714285716,2.5,-0.2,turbulent,a4298c6ce6cccfd053a20860fa6bfd3e2dcb8520c027641715e086cfa60d3070,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
738,pipe,2571.4285714285716,1.5,-0.2,turbulent,9016538b82b3ac2ea0879dbbb6b953e8ee62f286c5d0547599e8d2df7cd8d895,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
2534,channel,7663.09432393553,1.0,-0.25,turbulent,c9eaa5cff97af044f2553773d7a09c0bfdf6406d95ffc121d6643f2423f817ab,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
344,pipe,1029.4736842105262,2.0,-0.25,laminar,7fc3ddb647c4aab9004f05e88cc518cc256f71edadbd20901170eadd650de7f6,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3489,cavity,1714.2857142857142,1.5,-0.25,transition,4bbfc7e5065f7ed49b48ed9f6c39133d6a4c708ef7dbfd479d8f00dcc103e8f1,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
1883,channel,1264.7368421052631,1.0,-0.2,laminar,5ee58913bfa9859eca87d9de02e4b3b0198db1013756815dff3f8488349e9866,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
3245,cavity,872.6315789473684,2.5,-0.05,laminar,eaa10ea6292198e2349c8651a824945b0050d34a2ca2526fe75d49a81a2167eb,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2264,channel,2785.714285714286,1.5,-0.25,turbulent,8d9b7fd1d995012388470d80dee616d5493c7dd7f85401947894ddffda166b98,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
627,pipe,2142.857142857143,0.5,-0.15,transition,cdedba4ab0811758ae5958bd01386eceb1acb438ef7a515be34fa217842d0e20,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
2606,channel,10892.693033225416,1.0,-0.1,turbulent,00f021af621bec58ed14ab3d1b0f0463f5b88c4d5b4554ab6bbfe783183931d0,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2152,channel,2357.142857142857,0.5,-0.15,transition,66dbac9d137195d45b741c7d2ab680ce461b79c109456d93fe88554527e806e9,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1173,pipe,12247.448713915892,2.5,-0.2,turbulent,5f297d599da0bb6e63739786b6c62a29c5cbf7354101f32bdcceb15b9ce928dc,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
3824,cavity,3000.0000000000014,2.5,-0.25,turbulent,52829aebfb9d9926ad383adaadb3b3490a622522bfa75bd0e827d2650a416d05,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
1686,channel,637.3684210526316,1.5,-0.1,laminar,45c83db279b95a89ffe5a854102356212e1c6dc9b74969e1b86620fb432b653d,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
2367,channel,3373.118661259842,2.0,-0.15,turbulent,0476a62b64aa356a781c2999e9b259ca3122978a9565fb2fe9fabec490a156cd,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
741,pipe,2571.4285714285716,2.0,-0.1,turbulent,e971a7353653e97a833cabab8dc1a4b136e3c0829d85fde4b367d55ff3c2b778,0.0,0.0,0.0,"{'mean': 0.6451612903225806, 'std': 0.31691168593614655, 'min': 0.0, 'max': 0.9989594172736732, 'skewness': -0.6304339420761846, 'kurtosis': -0.882180438157667}",3,1,"[0, 1]",2,"(32, 32)",True
3536,cavity,1928.5714285714284,1.5,-0.1,transition,ad4b8ddd7df7b49899d258bffe699635e1c2113850b1a089ffd851c8ac8b8b00,0.0,0.0,0.0,"{'mean': -0.029256356969529614, 'std': 0.9833217427687496, 'min': -3.6484128252147836, 'max': 3.1788536793675353, 'skewness': -0.04588912403417841, 'kurtosis': 0.09801182439059009}",3,1,"[0, 2]",2,"(32, 32)",True
