step,loss,entropy,neurons
0,0.528233528137207,0.04869472235441208,8
1,0.5039830803871155,0.0577489398419857,8
2,0.4777502417564392,0.07777539640665054,8
3,0.4520926773548126,0.10252053290605545,8
4,0.42907124757766724,0.12888789176940918,8
5,0.4111393988132477,0.1559133231639862,8
6,0.3995894491672516,0.1831279844045639,8
7,0.39333653450012207,0.21002618968486786,8
8,0.3904057443141937,0.23591461777687073,8
9,0.3882356882095337,0.25953608751296997,8
10,0.3840821087360382,0.2802457809448242,8
11,0.3769195079803467,0.29801347851753235,8
12,0.3678780496120453,0.31335899233818054,8
13,0.3587747812271118,0.32713085412979126,8
14,0.3506685495376587,0.3401087820529938,8
15,0.3434230089187622,0.3527856469154358,8
16,0.33641937375068665,0.3653254806995392,8
17,0.3290676772594452,0.3777010142803192,8
18,0.3209562599658966,0.3892059028148651,8
19,0.31193605065345764,0.40017080307006836,8
20,0.3022221624851227,0.41076967120170593,8
21,0.2923036813735962,0.4217213988304138,8
22,0.2828057110309601,0.43346312642097473,8
23,0.2743396759033203,0.4458858370780945,8
24,0.26723551750183105,0.4578440487384796,8
25,0.26122525334358215,0.46773654222488403,8
26,0.25562071800231934,0.47566306591033936,8
27,0.2500205934047699,0.4814565181732178,8
28,0.24450606107711792,0.486927330493927,8
29,0.23951387405395508,0.49327027797698975,8
30,0.23553813993930817,0.499956339597702,8
31,0.23245802521705627,0.5060365796089172,8
32,0.22971710562705994,0.5118784308433533,8
33,0.2268800586462021,0.5186811685562134,8
34,0.22383397817611694,0.526772141456604,8
35,0.22095467150211334,0.5356168746948242,8
36,0.21869073808193207,0.543973445892334,8
37,0.21713508665561676,0.5513892769813538,8
38,0.21594825387001038,0.5577194094657898,8
39,0.21470630168914795,0.5634004473686218,8
40,0.2133854329586029,0.5677770376205444,8
41,0.21229475736618042,0.5706813931465149,8
42,0.2116129994392395,0.5726587176322937,8
43,0.21112149953842163,0.5741854310035706,8
44,0.21047210693359375,0.5757755041122437,8
45,0.209600031375885,0.5771560072898865,8
46,0.20872782170772552,0.5776641964912415,8
47,0.20810317993164062,0.5777398943901062,8
48,0.20766982436180115,0.5774794816970825,8
49,0.2072230577468872,0.5768671631813049,8
50,0.20670782029628754,0.5750229358673096,8
51,0.20629024505615234,0.5728554129600525,8
52,0.20607800781726837,0.5714060068130493,8
53,0.2059555947780609,0.5701313614845276,8
54,0.20574741065502167,0.5693473219871521,8
55,0.20547744631767273,0.5693536400794983,8
56,0.20528273284435272,0.5694417953491211,8
57,0.20520101487636566,0.5698944330215454,8
58,0.20514795184135437,0.5706660151481628,8
59,0.20505541563034058,0.5705937147140503,8
60,0.2049853503704071,0.5703645348548889,8
61,0.20500406622886658,0.5706572532653809,8
62,0.20506680011749268,0.5708788633346558,8
63,0.20509012043476105,0.5706061124801636,8
64,0.2050728052854538,0.5707627534866333,8
65,0.20506629347801208,0.5714584589004517,8
66,0.20508445799350739,0.5718011856079102,8
67,0.20507194101810455,0.5712679028511047,8
68,0.20503029227256775,0.5705090761184692,8
69,0.20499780774116516,0.5702011585235596,8
70,0.20500639081001282,0.5700317621231079,8
71,0.20500905811786652,0.5696471333503723,8
72,0.20499391853809357,0.5695141553878784,8
73,0.2049742341041565,0.5700367093086243,8
74,0.20497184991836548,0.570789098739624,8
75,0.2049654722213745,0.5712971687316895,8
76,0.2049470692873001,0.5717293620109558,8
77,0.20492228865623474,0.5727245807647705,8
78,0.2049161195755005,0.5735320448875427,8
79,0.20491577684879303,0.5738904476165771,8
80,0.20491619408130646,0.5740906596183777,8
81,0.204910546541214,0.5749850273132324,8
82,0.20492486655712128,0.5761483311653137,8
83,0.20492637157440186,0.5761061906814575,8
84,0.2049289494752884,0.5755071043968201,8
85,0.20491380989551544,0.5759279727935791,8
86,0.20492595434188843,0.5761666893959045,8
87,0.2049202173948288,0.5750043988227844,8
88,0.2049199938774109,0.5746896266937256,8
89,0.20491942763328552,0.5753011107444763,8
90,0.20491299033164978,0.5747953653335571,8
91,0.20492292940616608,0.5739697217941284,8
92,0.20490920543670654,0.5744609832763672,8
93,0.20490998029708862,0.5744625329971313,8
94,0.20491421222686768,0.5732951164245605,8
95,0.20490340888500214,0.5738686919212341,8
96,0.2049100697040558,0.5744531750679016,8
97,0.20490142703056335,0.573577344417572,8
98,0.2049027681350708,0.5734983086585999,8
99,0.2049024999141693,0.5739074349403381,8
100,0.2049000859260559,0.5736631751060486,8
101,0.20490524172782898,0.5729541182518005,8
102,0.20490068197250366,0.5730934143066406,8
103,0.20490191876888275,0.5731126070022583,8
104,0.20489713549613953,0.5721610188484192,8
105,0.20489349961280823,0.572350800037384,8
106,0.20489633083343506,0.5726985335350037,8
107,0.20489749312400818,0.5727750062942505,8
108,0.20489501953125,0.5725199580192566,8
109,0.20488972961902618,0.5725036859512329,8
110,0.20488977432250977,0.5726841688156128,8
111,0.2048959881067276,0.5722538232803345,8
112,0.20489691197872162,0.5724653005599976,8
113,0.20489732921123505,0.5728094577789307,8
114,0.20489086210727692,0.572568416595459,8
115,0.20488549768924713,0.5723609924316406,8
116,0.20489047467708588,0.5730006098747253,8
117,0.20488958060741425,0.5726850628852844,8
118,0.20489175617694855,0.5721522569656372,8
119,0.20488247275352478,0.5725077390670776,8
120,0.20488809049129486,0.5727495551109314,8
121,0.20488815009593964,0.5721877217292786,8
122,0.20488950610160828,0.5719156861305237,8
123,0.2048848569393158,0.5722233653068542,8
124,0.20488305389881134,0.5721688866615295,8
125,0.2048880159854889,0.5721410512924194,8
126,0.20488972961902618,0.5717808604240417,8
127,0.20488689839839935,0.5719515085220337,8
128,0.2048834264278412,0.5722799897193909,8
129,0.20488160848617554,0.571964681148529,8
130,0.20488621294498444,0.5717046856880188,8
131,0.20488440990447998,0.5719425678253174,8
132,0.20488032698631287,0.5719229578971863,8
133,0.2048826962709427,0.5715391039848328,8
134,0.2048867791891098,0.572002112865448,8
135,0.2048870325088501,0.5717363357543945,8
136,0.20488691329956055,0.5714429616928101,8
137,0.2048797607421875,0.5716903209686279,8
138,0.20487919449806213,0.5716431140899658,8
139,0.20488277077674866,0.5712060332298279,8
